2.942485,4.977398,3.176513,-1
3.018896,4.556416,3.816464,-1
7.551510,1.580030,0.067732,1
2.114999,3.904466,4.550095,-1
8.127113,1.274372,1.42781,1
7.108772,0.986906,0.995731,1
8.610639,2.046708,0.738336,1
2.326297,5.265213,4.256571,-1
3.634009,5.730537,4.560815,-1
0.341367,3.894998,3.929515,-1
3.125951,4.293251,3.52617,-1
2.123252,3.783563,5.156393,-1
0.887835,5.797792,3.110301,-1
7.139979,2.329896,1.981083,1
1.696414,4.212496,4.149813,-1
8.117032,0.623493,2.526171,1
8.497162,0.266649,1.378887,1
4.658191,5.507396,3.476346,-1
8.197181,1.545132,2.033859,1
1.208047,5.213100,5.119688,-1
1.928486,3.621870,4.282233,-1
2.175808,4.014527,3.486582,-1
7.886608,0.461755,0.132791,1
3.223038,5.552392,4.655492,-1
3.628502,4.190585,3.965162,-1
7.407860,0.121961,1.138306,1
7.286357,0.251077,2.247809,1
2.301095,4.533988,3.5149,-1
0.232542,3.4769,5.125947,-1
3.457096,4.082216,4.094115,-1
3.023938,5.057392,3.476039,-1
8.015003,0.885325,0.64827,1
8.991748,0.923154,1.731209,1
7.916831,1.781735,2.236833,1
7.616862,0.217958,1.969788,1
2.450939,5.544967,3.21061,-1
7.270337,2.507834,1.607492,1
1.749721,4.961902,5.190612,-1
1.803111,4.476349,4.631504,-1
8.804461,2.044301,0.358622,1
1.231257,5.068573,4.29589,-1
2.074915,4.410550,5.085028,-1
0.743036,4.736103,3.44808,-1
3.536555,3.964960,4.16744,-1
8.410143,0.025606,2.147846,1
7.382988,0.478764,0.63782,1
6.960661,0.245353,1.230372,1
8.234460,0.701868,2.070237,1
8.168618,0.903835,1.167154,1
1.534187,4.622492,3.364266,-1
9.229518,2.066088,0.925577,1
7.886242,0.191813,2.717733,1
2.893743,4.643468,3.993482,-1
1.870457,5.040420,4.891471,-1
7.286862,2.358286,0.915371,1
6.080573,0.418886,1.33507,1
2.544314,5.714165,3.143259,-1
6.016004,1.753712,2.040486,1
0.926310,4.564359,5.114204,-1
0.870296,3.609952,3.851484,-1
2.369345,3.475695,4.621899,-1
1.363782,4.254082,4.580768,-1
7.279460,0.189572,1.212575,1
1.896005,4.515080,3.620992,-1
8.102154,0.603875,0.617218,1
2.529893,5.662657,3.580501,-1
1.963874,4.365233,4.618706,-1
8.132048,0.785914,0.541196,1
8.245938,0.372366,2.045353,1
6.543888,0.433164,1.126762,1
0.236713,5.766721,3.676867,-1
8.112593,0.295839,1.556486,1
9.803425,1.495167,0.901144,1
1.497407,5.552916,4.641845,-1
1.336267,5.632889,3.175939,-1
9.205805,0.586480,0.958476,1
1.966279,4.840439,4.26498,-1
8.398012,1.584918,2.274561,1
7.239953,1.764292,1.394396,1
7.556201,0.241185,0.87248,1
9.015509,0.345019,1.409932,1
8.266085,0.230977,0.908969,1
8.545620,2.788799,1.166819,1
9.295969,1.346332,0.665016,1
2.404234,3.870278,3.558448,-1
2.037772,4.021919,4.436632,-1
1.727631,4.453143,3.831052,-1
1.979395,5.050773,5.182853,-1
8.092288,1.372433,2.263727,1
1.667645,4.239204,3.498906,-1
9.854303,1.365116,1.231214,1
7.921057,1.327587,0.552928,1
8.500757,1.492372,2.047744,1
1.339746,4.291183,3.946833,-1
3.107511,5.758367,3.900583,-1
2.609525,4.902979,4.238522,-1
3.263585,4.367898,4.23308,-1
2.912122,5.202359,3.521557,-1
1.731786,3.989096,3.203344,-1
2.387003,4.573131,4.278105,-1


